,x_cord,y_cord,time,crime,crime_category
53,805.8113985192613,542.0882910632499,06/09/22 2AM,"GRAND FROM RETAIL STORE, UNATTENDED",Gr. Larceny
54,805.8113985192613,542.0882910632499,06/07/22 8AM,GRAND FROM STORE-SHOPL,Gr. Larceny
55,843.4803990526125,423.63293750227604,06/11/22 7PM,GRAND FROM STORE-SHOPL,
56,843.4803990526125,423.63293750227604,06/08/22 2PM,GRAND FROM STORE-SHOPL,Gr. Larceny
57,843.4803990526125,423.63293750227604,06/08/22 2PM,GRAND FROM STORE-SHOPL,Gr. Larceny
58,852.1674143059354,475.7351406564994,06/10/22 3PM,"1,UNCLASSIFIED",Fel. Assault
59,852.1674143059354,475.7351406564994,06/10/22 3PM,"1,UNCLASSIFIED",Fel. Assault
60,852.1674143059354,475.7351406564994,06/06/22 8AM,"1,UNCLASSIFIED",Fel. Assault
61,759.4700919237221,410.67829394292494,06/12/22 6AM,"GRAND FROM PERSON,PICK",Gr. Larceny
62,759.4700919237221,410.67829394292494,06/11/22 11PM,GRAND BY THEFT OF CREDIT CARD,Gr. Larceny
63,759.4700919237221,410.67829394292494,06/07/22 12AM,GRAND BY ACQUIRING LOS,Gr. Larceny
64,839.1637611859478,401.65537341214076,06/09/22 11AM,GRAND FROM VEHICLE/MOTORCYCLE,Gr. Larceny
65,839.1637611859478,401.65537341214076,06/08/22 2PM,"GRAND FROM OPEN AREAS, UNATTENDED",Gr. Larceny
66,839.1637611859478,401.65537341214076,06/08/22 1PM,"GRAND FROM OPEN AREAS, UNATTENDED",Gr. Larceny
67,770.8743753726012,401.1384787854913,06/12/22 12AM,GRAND BY THEFT OF CREDIT CARD,Gr. Larceny
68,770.8743753726012,401.1384787854913,06/09/22 6PM,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,Gr. Larceny
69,770.8743753726012,401.1384787854913,06/07/22 3PM,"1,UNCLASSIFIED",Gr. Larceny
70,767.7983339859347,375.3417888380791,06/10/22 2PM,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE,Gr. Larceny
71,767.7983339859347,375.3417888380791,06/10/22 10AM,"GRAND FROM PERSON,UNCL",Gr. Larceny
72,767.7983339859347,375.3417888380791,06/08/22 2PM,GRAND FROM VEHICLE/MOTORCYCLE,Gr. Larceny
73,762.251876670387,532.2653727420256,06/08/22 1PM,ATTEMPT,Rape
74,762.251876670387,532.2653727420256,06/06/22 9PM,"1,UNCLASSIFIED",Rape
75,762.251876670387,532.2653727420256,06/06/22 4PM,"1,UNCLASSIFIED",Rape
76,911.7651973459433,475.24851449874404,06/12/22 8PM,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,Gr. Larceny
77,911.7651973459433,475.24851449874404,06/10/22 4AM,GRAND OF AUTO,Gr. Larceny
78,911.7651973459433,475.24851449874404,06/07/22 8AM,GRAND OF AUTO,Gr. Larceny
79,815.9837508037162,324.06361644035496,06/08/22 10AM,"GRAND FROM OPEN AREAS, UNATTENDED",Robbery
80,815.9837508037162,324.06361644035496,06/07/22 6AM,DWELLING,Robbery
81,815.9837508037162,324.06361644035496,06/07/22 5AM,"GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",Robbery
82,758.923667319279,464.6208402412303,06/11/22 9PM,GRAND FROM STORE-SHOPL,Gr. Larceny
83,758.923667319279,464.6208402412303,06/07/22 3PM,"GRAND FROM OPEN AREAS, UNATTENDED",Gr. Larceny
84,758.923667319279,464.6208402412303,06/06/22 10PM,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,Gr. Larceny
85,875.709401861488,467.78427336658933,06/08/22 2AM,"1,UNCLASSIFIED",Fel. Assault
86,875.709401861488,467.78427336658933,06/08/22 1AM,STRANGULATION 1ST,Fel. Assault
87,875.709401861488,467.78427336658933,06/08/22 12AM,STRANGULATION 1ST,Fel. Assault
88,834.261595568154,476.7048292240215,06/12/22 3AM,"1,UNCLASSIFIED",Fel. Assault
89,834.261595568154,476.7048292240215,06/12/22 3AM,"1,UNCLASSIFIED",Fel. Assault
90,834.261595568154,476.7048292240215,06/12/22 2AM,"1,UNCLASSIFIED",Fel. Assault
91,757.8042396215023,408.1439343108941,06/11/22 8PM,GRAND FROM STORE-SHOPL,
92,757.8042396215023,408.1439343108941,06/10/22 3PM,GRAND FROM STORE-SHOPL,Gr. Larceny
93,757.8042396215023,408.1439343108941,06/10/22 11PM,GRAND BY THEFT OF CREDIT CARD,Gr. Larceny
94,749.259655941496,423.6620549588115,06/12/22 10PM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
95,749.259655941496,423.6620549588115,06/12/22 10PM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
96,749.259655941496,423.6620549588115,06/12/22 10PM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
97,826.1903274437209,333.546818607545,06/08/22 9AM,"1,UNCLASSIFIED",Rape
98,826.1903274437209,333.546818607545,06/08/22 2AM,RAPE 1,Rape
99,826.1903274437209,333.546818607545,06/08/22 11AM,ASSAULT POLICE/PEACE OFFICER,Rape
100,754.351002145937,404.59381637464685,06/11/22 4AM,"1,UNCLASSIFIED",Fel. Assault
101,754.351002145937,404.59381637464685,06/11/22 3AM,"1,UNCLASSIFIED",Fel. Assault
102,754.351002145937,404.59381637464685,06/08/22 1AM,"COMMERCIAL,NIGHT",Fel. Assault
103,751.9539137192769,404.02234555802715,06/11/22 12PM,PUBLIC PLACE INSIDE,Robbery
104,751.9539137192769,404.02234555802715,06/06/22 3PM,PERSONAL ELECTRONIC DEVICE,Robbery
105,751.9539137192769,404.02234555802715,06/06/22 2AM,GRAND FROM VEHICLE/MOTORCYCLE,Robbery
106,776.9260424303939,353.9551228899945,06/06/22 4AM,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,Fel. Assault
107,776.9260424303939,353.9551228899945,06/06/22 4AM,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,Fel. Assault
108,776.9260424303939,353.9551228899945,06/06/22 3AM,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,Fel. Assault
109,814.0765803859395,328.52230307010177,06/11/22 3AM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
110,814.0765803859395,328.52230307010177,06/11/22 2AM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
111,814.0765803859395,328.52230307010177,06/11/22 2AM,ASSAULT POLICE/PEACE OFFICER,Fel. Assault
112,837.8876296303933,407.5252034979785,06/06/22 7PM,"1,UNCLASSIFIED",Fel. Assault
113,837.8876296303933,407.5252034979785,06/06/22 7PM,"1,UNCLASSIFIED",Fel. Assault
114,837.8876296303933,407.5252034979785,06/06/22 7PM,"1,UNCLASSIFIED",Fel. Assault
115,755.3344062348187,402.81536701974983,06/12/22 10PM,"1,UNCLASSIFIED",Gr. Larceny
116,755.3344062348187,402.81536701974983,06/08/22 5AM,GRAND OF AUTO,Gr. Larceny
117,755.3344062348187,402.81536701974983,06/06/22 11PM,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,Gr. Larceny
118,879.0369558526145,472.78815358872816,06/09/22 9AM,"1,UNCLASSIFIED",Fel. Assault
119,879.0369558526145,472.78815358872816,06/09/22 9AM,"1,UNCLASSIFIED",Fel. Assault
120,879.0369558526145,472.78815358872816,06/09/22 7AM,"1,UNCLASSIFIED",Fel. Assault
121,756.9363973459403,430.24456612461654,06/08/22 4AM,"UNCLASSIFIED,UNKNOWN",Gr. Larceny
122,756.9363973459403,430.24456612461654,06/06/22 3PM,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,Gr. Larceny
123,756.9363973459403,430.24456612461654,06/06/22 10PM,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT,Gr. Larceny
124,764.3055564570532,432.8481907426758,06/12/22 6AM,"RESIDENCE,NIGHT",Burglary
125,764.3055564570532,432.8481907426758,06/06/22 3PM,"RESIDENCE,DAY",Burglary
126,764.3055564570532,432.8481907426758,06/06/22 2PM,"RESIDENCE,DAY",Burglary
127,765.366875568172,471.346441659276,06/10/22 1AM,GRAND BY OPEN CREDIT CARD (NEW ACCT),Gr. Larceny
128,765.366875568172,471.346441659276,06/09/22 9PM,GRAND BY ACQUIRING LOST CREDIT CARD,Gr. Larceny
129,765.366875568172,471.346441659276,06/06/22 7PM,GRAND BY THEFT OF CREDIT CARD,Gr. Larceny
130,803.2772670348204,450.9289131031692,06/12/22 5AM,"1,UNCLASSIFIED",Fel. Assault
131,803.2772670348204,450.9289131031692,06/12/22 5AM,"1,UNCLASSIFIED",Fel. Assault
132,803.2772670348204,450.9289131031692,06/12/22 5AM,"1,UNCLASSIFIED",Fel. Assault
133,791.3119954259455,342.73004484159173,06/12/22 2PM,"RESIDENCE,UNKNOWN TIM",Gr. Larceny
134,791.3119954259455,342.73004484159173,06/12/22 1AM,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT,Gr. Larceny
135,791.3119954259455,342.73004484159173,06/09/22 1AM,"1,UNCLASSIFIED",Gr. Larceny
136,803.233794821499,453.2721619850345,06/10/22 11PM,PERSONAL ELECTRONIC DEVICE,Robbery
137,803.233794821499,453.2721619850345,06/09/22 3PM,"COMMERCIAL,NIGHT",Robbery
138,741.9794073370431,449.84298817605304,06/07/22 3PM,GRAND FROM STORE-SHOPL,Gr. Larceny
139,741.9794073370431,449.84298817605304,06/06/22 4PM,GRAND BY EXTORTION,Gr. Larceny
140,817.5135794970556,461.61898260000453,06/11/22 6PM,"1,UNCLASSIFIED",Fel. Assault
